BIOID,,COUNTRY NAME,TIME SPECIFIC COUNTRY NAME,COUNTRY ID,COUNTRY TEXT ID,COW COUNTRY ID,FNAME_ORIG,LNAME_ORIG,FNAME,LNAME,FullName,GOVTWIT,GOVTWIT_ID,PTWIT ,PTWIT_ID,OTWIT,OTWIT_ID,OTWIT_TYPE,OTWIT_2,OTWIT_ID_2,OTWIT_TYPE_2,OTWIT_3,OTWIT_ID_3,OTWIT_TYPE_3,OTWIT_4,OTWIT_ID_4,OTWIT_TYPE_4,OTWIT_5,OTWIT_ID_5,OTWIT_TYPE_5,OTWIT_6,OTWIT_ID_6,OTWIT_TYPE_6,OFFICE1,OFFICE1_LEVEL,OFFICE1_CONSTITUENCYLEVEL1,OFFICE1_CONSTITUENCYLEVEL2,OFFICE1_CONSTITUENCYLEVEL3,OFFICE1_CONSTITUENCYLEVEL4,OFFICE1_CONSTITUENCYLEVEL5,OFFICE1_TERRITORIAL,OFFICE1_RESERVED,OFFICE1_ELECTORALSYSTEM,OFFICE1_MAGNITUDE,OFFICE1_CLOSEDLIST,OFFICE1_LISTNUM,OFFICE1_ROUND,OFFICE1_MAXROUNDS,OFFICE1_TERMLENGTH,OFFICE1_ELECTION RESULT PRIMARY,OFFICE1_ASSUMED OFFICE,OFFICE1_RESULT DISCREPANCY,OFFICE2,OFFICE2_LEVEL,OFFICE2_CONSTITUENCYLEVEL1,OFFICE2_CONSTITUENCYLEVEL2,OFFICE2_CONSTITUENCYLEVEL3,OFFICE2_CONSTITUENCYLEVEL4,OFFICE2_CONSTITUENCYLEVEL5,OFFICE2_TERRITORIAL,OFFICE2_RESERVED,OFFICE2_ELECTORALSYSTEM,OFFICE2_MAGNITUDE,OFFICE2_CLOSEDLIST,OFFICE2_LISTNUM,OFFICE2_ROUND,OFFICE2_MAXROUNDS,OFFICE2_TERMLENGTH,OFFICE2_ELECTION RESULT,OFFICE2_ASSUMED OFFICE,OFFICE2_RESULT DISCREPANCY,INDEPENDENT,"PARTY NAME, ENGLISH","PARTY NAME, ORIGINAL",PARTY SHORT NAME,NUMERIC PARTY IDENTIFIER,PARTY FACTS ID,CMPCODE,CHES PARTY CODE,GPS PARTY CODE,"LIST NAME, ORIGINAL",OFFICE1_INCUMBENT,OFFICE2_INCUMBENT,YEAR-START,MONTH-START,DAY-START,YEAR-END,MONTH-END,DAY-END,GENDER,BIRTHDATE,EDUCATION,EDUCATION DISCIPLINE,ETHNICITY/RACE ,IMMIGRANT ,COUNTRY OF BIRTH,CURRENT PROFESSION,PRE-POLITICAL PROFESSION,OFFICE1_LAST CANDIDATE,OFFICE2_LAST CANDIDATE,LAST NATIONAL LEGISLATIVE CANDIDATE,PRIOR NATIONAL LEGISLATIVE CANDIDATE COUNT,PRIOR NATIONAL LEGISLATIVE CANDIDATE COUNT COMPLETE,LAST NATIONAL EXECUTIVE CANDIDATE,PRIOR NATIONAL EXECUTIVE CANDIDATE COUNT,PRIOR NATIONAL EXECUTIVE CANDIDATE COUNT COMPLETE,PRIOR HIGH PUBLIC OFFICE NAME 1,PRIOR HIGH PUBLIC OFFICE NAME ENGLISH 1,PRIOR HIGH PUBLIC OFFICE TYPE 1,PRIOR HIGH PUBLIC OFFICE LEVEL 1,PRIOR HIGH PUBLIC OFFICE START 1,PRIOR HIGH PUBLIC OFFICE END 1,PRIOR HIGH PUBLIC OFFICE 2..N,OTHER POLITICAL EXPERIENCE ,FEC_ID,EDUCATION DISCIPLINE GRADUATE,ETHNICITY,VETERAN,MODIFIED,COMMENTS,OFFICE1_ELECTION_RESULT_GENERAL,334
2405142,,United States of America,,,,,Alex,Bieber,Alex,Bieber,Alex Bieber,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405151,,United States of America,,,,,Brian,Feldman,Brian,Feldman,Brian Feldman,,,BrianJFeldman,891255403,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405152,,United States of America,,,,,David,Wilson,David,Wilson,David Wilson,,,,,VoteDavidWilson,138020723,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405161,,United States of America,,,,,Susan,Lee,Susan,Lee,Susan Lee,,,SenatorSusanLee,918604014832496641,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405171,,United States of America,,,,,Cheryl,Kagan,Cheryl,Kagan,Cheryl Kagan,,,CherylKagan,81263482,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405172,,United States of America,,,,,Scott,Gershman,Scott,Gershman,Scott Gershman,,,,,ScottGershman,1513920785240449039,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2405181,,United States of America,,,,,Jeff,Waldstreicher,Jeff,Waldstreicher,Jeff Waldstreicher,,,,,jwaldstreicher,99390153,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405182,,United States of America,,,,,Missy,Carr,Missy,Carr,Missy Carr,,,,,Missy4Md,1516794959210463235,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405191,,United States of America,,,,,Benjamin,Kramer,Benjamin,Kramer,Benjamin Kramer,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405192,,United States of America,,,,,Raul R.,Ayala,Raul R.,Ayala,Raul R. Ayala,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2405201,,United States of America,,,,,Will,Smith,Will,Smith,Will Smith,,,,,Willcsmithjr,18081053,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405211,,United States of America,,,,,Jim,Rosapepe,Jim,Rosapepe,Jim Rosapepe,,,SenRosapepe,555170150,SenJimRosapepe,1470495869145427968,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405212,,United States of America,,,,,Lee,Havis,Lee,Havis,Lee Havis,,,imsmontessori,2422760240,patriotvoting,2420595242,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405221,,United States of America,,,,,Paul,Pinsky,Paul,Pinsky,Paul Pinsky,,,PaulPinsky,3116092054,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405231,,United States of America,,,,,Ron,Watson,Ron,Watson,Ron Watson,,,,,RonForMaryland,2337567606,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405232,,United States of America,,,,,Jesse,Peed,Jesse,Peed,Jesse Peed,,,,,JessePeed,858798870,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405241,,United States of America,,,,,Joanne,Benson,Joanne,Benson,Joanne Benson,,,,,bensonteam24,2526296983,2,SenatorJCB,849993993035423746,4,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405251,,United States of America,,,,,Melony,Griffith,Melony,Griffith,Melony Griffith,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405252,,United States of America,,,,,C. Anthony,Muse,C. Anthony,Muse,C. Anthony Muse,,,Bishop_Muse,988215228650409984,CAnthonyMuse,98737031,2,SenatorCAMuse,1508472059541794821,2,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405261,,United States of America,,,,,Ike,Puzon,Ike,Puzon,Ike Puzon,,,ikepuzon1,877179537272037379,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405271,,United States of America,,,,,Michael A.,Jackson,Michael A.,Jackson,Michael A. Jackson,MichaelFor27,2379543723,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405272,,United States of America,,,,,Al,Larsen,Al,Larsen,Al Larsen,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405281,,United States of America,,,,,Arthur,Ellis,Arthur,Ellis,Arthur Ellis,SenatorEllis28,1222202873175511041,,,VoteArthurEllis,972190236464828416,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405282,,United States of America,,,,,Michelle,Talkington,Michelle,Talkington,Michelle Talkington,,,,,Talkin4Michelle,1482122952204300295,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405291,,United States of America,,,,,Jack,Bailey,Jack,Bailey,Jack Bailey,,,senatorjbailey,988800035268706304,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405301,,United States of America,,,,,Sarah,Elfreth,Sarah,Elfreth,Sarah Elfreth,,,SarahElfreth,1365333032,SenatorSarah,878331405662420992,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405302,,United States of America,,,,,Stacie,MacDonald,Stacie,MacDonald,Stacie MacDonald,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405311,,United States of America,,,,,Bryan,Simonaire,Bryan,Simonaire,Bryan Simonaire,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405321,,United States of America,,,,,Pamela,Beidle,Pamela,Beidle,Pamela Beidle,,,PamelaBeidle,498885442,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405322,,United States of America,,,,,Kimberly,June,Kimberly,June,Kimberly June,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405331,,United States of America,,,,,Dawn,Gile,Dawn,Gile,Dawn Gile,,,,,dawn_gile,4839688084,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405332,,United States of America,,,,,Sid,Saab,Sid,Saab,Sid Saab,,,SidSaab,49778115,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405341,,United States of America,,,,,Mary-Dulany,James,Mary-Dulany,James,Mary-Dulany James,,,MaryDJames,1549600358,MaryDulanyJames,2443706409,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405342,,United States of America,,,,,Christian,Miele,Christian,Miele,Christian Miele,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405351,,United States of America,,,,,Jason,Gallion,Jason,Gallion,Jason Gallion,,,SenatorGallion,937178185963274246,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405361,,United States of America,,,,,Stephen,Hershey Jr. ,Stephen,Hershey Jr. ,Stephen Hershey Jr. ,SenatorHershey,1056412284,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405371,,United States of America,,,,,Naomi,Hayman,Naomi,Hayman,Naomi Hayman,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405372,,United States of America,,,,,Johnny,Mautz,Johnny,Mautz,Johnny Mautz,,,,,JohnnyMautz,2167169316,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405381,,United States of America,,,,,Michele,Gregory,Michele,Gregory,Michele Gregory,,,,,lowershoreshel,965714877804433419,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405382,,United States of America,,,,,Mary Beth,Carozza,Mary Beth,Carozza,Mary Beth Carozza,,,MBCarozzaSenate,1683474955,MaryBethCarozza,577229761,4,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405391,,United States of America,,,,,Nancy,King,Nancy,King,Nancy King,,,Senatornjk,21921121,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405401,,United States of America,,,,,Antonio,Hayes,Antonio,Hayes,Antonio Hayes,,,AntonioHayes40,1343315905,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405402,,United States of America,,,,,Christopher,Anderson,Christopher,Anderson,Christopher Anderson,,,,,CAnderson2020,1171255390111195136,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405411,,United States of America,,,,,Jill,Carter,Jill,Carter,Jill Carter,,,jillpcarter,22481727,JillPOnTheHill,1193462379176222722,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405421,,United States of America,,,,,Chris,West,Chris,West,Chris West,,,,,electchriswest1,2288721725,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405431,,United States of America,,,,,Mary,Washington,Mary,Washington,Mary Washington,,,,,StateSenMaryW,97732796,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405441,,United States of America,,,,,Charles E.,Sydnor III,Charles E.,Sydnor III,Charles E. Sydnor III,,,CharlesSydnor3d,867313896,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405451,,United States of America,,,,,Cory,McCray,Cory,McCray,Cory McCray,,,corymccray,98845251,SenatorMcCray,1418289331,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405461,,United States of America,,,,,William,Ferguson IV,William,Ferguson IV,William Ferguson IV,,,,,SenBillFerg,12343872,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405462,,United States of America,,,,,Emmanuel,Digman,Emmanuel,Digman,Emmanuel Digman,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405471,,United States of America,,,,,Malcolm,Augustine,Malcolm,Augustine,Malcolm Augustine,,,Sen_M_Augustine,2196263406,AugustineML,314173173,4,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
24041A1,,United States of America,,,,,Robert,Spear,Robert,Spear,Robert Spear,,,BobSpear8,833493241366532096,bobspear22,1507194678868860928,2,BobSpear2022,1524755141198548993,2,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Delegate District 1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
24041A2,,United States of America,,,,,Jim,Hinebaugh Jr. ,Jim,Hinebaugh Jr. ,Jim Hinebaugh Jr. ,,,,,,,,,,,,,,,,,,,,,,,State House of Delegates,2,United States of America,Maryland,State Delegate District 1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
24041B1,,United States of America,,,,,Jason C.,Buckel,Jason C.,Buckel,Jason C. Buckel,,,,,,,,,,,,,,,,,,,,,,,State House of Delegates,2,United States of America,Maryland,State Delegate District 1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
24041C1,,United States of America,,,,,Carrie,Hinton,Carrie,Hinton,Carrie Hinton,,,,,Carrie4MD,1503857717479448578,2,,,,,,,,,,,,,,,,State House of Delegates,2,United States of America,Maryland,State Delegate District 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
24041C2,,United States of America,,,,,Terry,Baker,Terry,Baker,Terry Baker,,,,,,,,,,,,,,,,,,,,,,,State House of Delegates,2,United States of America,Maryland,State Delegate District 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
24042A1,,United States of America,,,,,William,Wivell,William,Wivell,William Wivell,,,,,delegatewivell,3120810315,4,,,,,,,,,,,,,,,,State House of Delegates,2,United States of America,Maryland,State Delegate District 2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
24042A2,,United States of America,,,,,William,Valentine,William,Valentine,William Valentine,,,,,Commishbill,4463366056,2,,,,,,,,,,,,,,,,State House of Delegates,2,United States of America,Maryland,State Delegate District 2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
24042B1,,United States of America,,,,,Brooke,Grossman,Brooke,Grossman,Brooke Grossman,,,,,,,,,,,,,,,,,,,,,,,State House of Delegates,2,United States of America,Maryland,State Delegate District 2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
24042B2,,United States of America,,,,,Brenda,Thiam,Brenda,Thiam,Brenda Thiam,,,bjthiam,30236817,,,,,,,,,,,,,,,,,,,State House of Delegates,2,United States of America,Maryland,State Delegate District 2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
240431,,United States of America,,,,,Ken,Kerr,Ken,Kerr,Ken Kerr,,,kenkerr11,2313677227,Kerrfor3B,1423029674,2,DelKenKerr,4876477827,2,KenKerrMD3B,915622130758356992,2,,,,,,,,,,State House of Delegates,2,United States of America,Maryland,State Delegate District 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
240432,,United States of America,,,,,Kris,Fair,Kris,Fair,Kris Fair,,,,,FriendsOfKFair,813910234905399296,2,,,,,,,,,,,,,,,,State House of Delegates,2,United States of America,Maryland,State Delegate District 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
